customer_id,churn_proba,churn_label,segment
C100442,0.4997939707754124,0,Medium
C100443,0.36874798925558594,0,Medium
C100444,0.33484113043432623,0,Medium
C100445,0.6286605294194331,1,Medium
C100446,0.32616848611732907,0,Low
C100447,0.5960464584838786,1,Medium
C100448,0.5139402591773147,1,Medium
C100449,0.36375411080070164,0,Medium
C100450,0.36871295022989214,0,Medium
C100451,0.41054211756467357,0,Medium
C100452,0.7006671291974067,1,High
C100453,0.7776712891216734,1,High
C100454,0.5410421970925352,1,Medium
C100455,0.3172166268572345,0,Low
C100456,0.39804561487509144,0,Medium
C100457,0.46336237211735465,0,Medium
C100458,0.5146265833206101,1,Medium
C100459,0.43963741383329796,0,Medium
C100460,0.6861692217364807,1,High
C100461,0.341063745930343,0,Medium
C100462,0.3525462771234126,0,Medium
C100463,0.5779365324827119,1,Medium
C100464,0.4214582837984508,0,Medium
C100465,0.773953340110279,1,High
C100466,0.4474808776918118,0,Medium
C100467,0.5100244100399985,1,Medium
C100468,0.26599379133468004,0,Low
C100469,0.5151021859266509,1,Medium
C100470,0.35813554691958577,0,Medium
C100471,0.5769888602815744,1,Medium
C100472,0.8425078703505398,1,High
C100473,0.5650600470664958,1,Medium
C100474,0.43659812391364955,0,Medium
C100475,0.4657840383581745,0,Medium
C100476,0.43955999536043117,0,Medium
C100477,0.5032192428653696,1,Medium
C100478,0.5259303449001902,1,Medium
C100479,0.7055135488545986,1,High
C100480,0.804899335307507,1,High
C100481,0.5423010014555221,1,Medium
C100482,0.6609315496549067,1,High
C100483,0.2960036752172263,0,Low
C100484,0.8453548239987116,1,High
C100485,0.4580655673329345,0,Medium
C100486,0.1652129336012741,0,Low
C100487,0.5193899643853283,1,Medium
C100488,0.4901640419460982,0,Medium
C100489,0.4341440949237729,0,Medium
C100490,0.3957289573069893,0,Medium
C100491,0.5500743349784067,1,Medium
C100492,0.6771029241290498,1,High
C100493,0.3558263398378754,0,Medium
C100494,0.7947850929538232,1,High
C100495,0.35117814300432953,0,Medium
C100496,0.5892894515911932,1,Medium
C100497,0.4832486105489504,0,Medium
C100498,0.6084877160344114,1,Medium
C100499,0.23274257877110385,0,Low
C100500,0.43059401328577207,0,Medium
C100501,0.5648508412445408,1,Medium
C100502,0.5472797001261345,1,Medium
C100503,0.5064477144400821,1,Medium
C100504,0.1323897601875636,0,Low
C100505,0.7278454573307324,1,High
C100506,0.2924761991234755,0,Low
C100507,0.3646528383931848,0,Medium
C100508,0.24773967240851072,0,Low
C100509,0.3421969139353469,0,Medium
C100510,0.4859024852261385,0,Medium
C100511,0.3399089183760125,0,Medium
C100512,0.43340897814161655,0,Medium
C100513,0.3711891648811476,0,Medium
C100514,0.269210315896392,0,Low
C100515,0.4621014088352057,0,Medium
C100516,0.5674829212370464,1,Medium
C100517,0.6334083075645588,1,Medium
C100518,0.4275314011330419,0,Medium
C100519,0.6802989154331446,1,High
C100520,0.5489102146671344,1,Medium
C100521,0.6657591138424277,1,High
C100522,0.40574990485277806,0,Medium
C100523,0.6393471766235693,1,Medium
C100524,0.7086638061414638,1,High
C100525,0.686245383469544,1,High
C100526,0.6153686737915518,1,Medium
C100527,0.5788236265312123,1,Medium
C100528,0.46878002726294393,0,Medium
C100529,0.5194921733243588,1,Medium
C100530,0.42156325657688615,0,Medium
C100531,0.4244165049350869,0,Medium
C100532,0.33388354105936197,0,Medium
C100533,0.796228315044169,1,High
C100534,0.7131645683705845,1,High
C100535,0.3887267934391433,0,Medium
C100536,0.4459025386274747,0,Medium
C100537,0.2978746930889807,0,Low
C100538,0.7645738735007973,1,High
C100539,0.5779597538953962,1,Medium
C100540,0.5513611067790125,1,Medium
C100541,0.4544484592787617,0,Medium
C100542,0.5035816192194468,1,Medium
C100543,0.4340329581676988,0,Medium
C100544,0.4959138586325933,0,Medium
C100545,0.2548772969931966,0,Low
C100546,0.23300058680070312,0,Low
C100547,0.702572534753483,1,High
C100548,0.5149089017435491,1,Medium
C100549,0.3353902655215235,0,Medium
C100550,0.4003797739913535,0,Medium
C100551,0.6066745252387062,1,Medium
C100552,0.4629373925379763,0,Medium
C100553,0.745105294852177,1,High
C100554,0.4872373740601011,0,Medium
C100555,0.7596659139102218,1,High
C100556,0.4096893712266959,0,Medium
C100557,0.7138393251411023,1,High
C100558,0.4557619758386147,0,Medium
C100559,0.43064126874709546,0,Medium
C100560,0.44489395798373715,0,Medium
C100561,0.6447592409922491,1,Medium
C100562,0.5693456282625272,1,Medium
C100563,0.28555932322414423,0,Low
C100564,0.5806186849152792,1,Medium
C100565,0.4984893179149844,0,Medium
C100566,0.6164376473008237,1,Medium
C100567,0.3309156676878703,0,Medium
C100568,0.5022870835871737,1,Medium
C100569,0.6239979109635572,1,Medium
C100570,0.4770587303648836,0,Medium
C100571,0.5582657396623909,1,Medium
C100572,0.2643809569476586,0,Low
C100573,0.4678614519443396,0,Medium
C100574,0.758460357630528,1,High
C100575,0.41189711872518886,0,Medium
C100576,0.2158827191184617,0,Low
C100577,0.30430691491433387,0,Low
C100578,0.7030573042207902,1,High
C100579,0.5799658637216731,1,Medium
C100580,0.47985399250327876,0,Medium
C100581,0.5142823672951571,1,Medium
C100582,0.440746232100572,0,Medium
C100583,0.5404551786279822,1,Medium
C100584,0.6403156924322476,1,Medium
C100585,0.33414536125652594,0,Medium
C100586,0.6843062629694895,1,High
C100587,0.641332513609276,1,Medium
C100588,0.69444567107365,1,High
C100589,0.3905314418675359,0,Medium
C100590,0.4846444162641782,0,Medium
C100591,0.3234415746646696,0,Low
C100592,0.6220543385179232,1,Medium
C100593,0.682276915971495,1,High
C100594,0.612067977057718,1,Medium
C100595,0.5031548055565903,1,Medium
C100596,0.4562252840524225,0,Medium
C100597,0.7748272959465728,1,High
C100598,0.38414246079432235,0,Medium
C100599,0.6696182523512132,1,High
C100600,0.623921867368947,1,Medium
C100601,0.28435197785601035,0,Low
C100602,0.8385781924950593,1,High
C100603,0.4317511357168554,0,Medium
C100604,0.43742024591480694,0,Medium
C100605,0.610834183668793,1,Medium
C100606,0.6079410369415368,1,Medium
C100607,0.2885520107569449,0,Low
C100608,0.1882988433081444,0,Low
C100609,0.31227467427720573,0,Low
C100610,0.18672994664527381,0,Low
C100611,0.6282857659169215,1,Medium
C100612,0.7478373713523934,1,High
C100613,0.5352249937023097,1,Medium
C100614,0.36413960345740537,0,Medium
C100615,0.7871842646337185,1,High
C100616,0.6819388988759638,1,High
C100617,0.6454074200961717,1,Medium
C100618,0.40742320049981606,0,Medium
C100619,0.45627453109785576,0,Medium
C100620,0.6697003660287217,1,High
C100621,0.47866080766553865,0,Medium
C100622,0.7107065250765153,1,High
C100623,0.5827536446740037,1,Medium
C100624,0.7388241919237509,1,High
C100625,0.5479650526738262,1,Medium
C100626,0.6356086248421029,1,Medium
C100627,0.35843970794666064,0,Medium
C100628,0.4909721825786024,0,Medium
C100629,0.5580068354872108,1,Medium
C100630,0.21301893945249964,0,Low
C100631,0.4238934616884013,0,Medium
C100632,0.5748697076123931,1,Medium
C100633,0.6082025679461076,1,Medium
C100634,0.701666992853415,1,High
C100635,0.5245257640226569,1,Medium
C100636,0.4290592441965161,0,Medium
C100637,0.8254401988559933,1,High
C100638,0.7178111572554158,1,High
C100639,0.5890244323904065,1,Medium
C100640,0.7226912839015428,1,High
C100641,0.5010912682175225,1,Medium
C100642,0.44535267797926864,0,Medium
C100643,0.516207419288304,1,Medium
C100644,0.3985338616334546,0,Medium
C100645,0.6282662128072989,1,Medium
C100646,0.4796126569934089,0,Medium
C100647,0.6779088156623743,1,High
C100648,0.41650621938194954,0,Medium
C100649,0.47545660139122364,0,Medium
C100650,0.7234608485415006,1,High
C100651,0.5207187678258779,1,Medium
C100652,0.4644214519641221,0,Medium
C100653,0.4638241208968189,0,Medium
C100654,0.43391022432982057,0,Medium
C100655,0.6430598410906269,1,Medium
C100656,0.3874057533500603,0,Medium
C100657,0.3937380082234403,0,Medium
C100658,0.6277279836417666,1,Medium
C100659,0.7255066189732513,1,High
C100660,0.5819926569357609,1,Medium
C100661,0.735965201687687,1,High
C100662,0.42828621426040014,0,Medium
C100663,0.2943837264674877,0,Low
C100664,0.25235487683839847,0,Low
C100665,0.6655127002343334,1,High
C100666,0.3722224834027987,0,Medium
C100667,0.5020755307506469,1,Medium
C100668,0.8465181324865888,1,High
C100669,0.5551311743762145,1,Medium
C100670,0.5957827728789931,1,Medium
C100671,0.26049101905395233,0,Low
C100672,0.6625637070799975,1,High
C100673,0.39567840113936903,0,Medium
C100674,0.517353990293047,1,Medium
C100675,0.7217847040733562,1,High
C100676,0.6245403719970138,1,Medium
C100677,0.23095890137445096,0,Low
C100678,0.5446841195448515,1,Medium
C100679,0.3340299964202286,0,Medium
C100680,0.3325110163250315,0,Medium
C100681,0.5896454418094544,1,Medium
C100682,0.7156756365199595,1,High
C100683,0.6962770879547081,1,High
C100684,0.27265263844122134,0,Low
C100685,0.501208761889263,1,Medium
C100686,0.7978122011569466,1,High
C100687,0.3451909642109687,0,Medium
C100688,0.7857577419856011,1,High
C100689,0.6560318842401629,1,Medium
C100690,0.5057163512447294,1,Medium
C100691,0.1336573036791532,0,Low
C100692,0.34420742713880725,0,Medium
C100693,0.5773075454527405,1,Medium
C100694,0.5216426193406963,1,Medium
C100695,0.3480781744358169,0,Medium
C100696,0.2589136273157865,0,Low
C100697,0.5579136170323604,1,Medium
C100698,0.5235903720258296,1,Medium
C100699,0.6547527251155105,1,Medium
C100700,0.3543007054514118,0,Medium
C100701,0.319979879699634,0,Low
C100702,0.8256807679224357,1,High
C100703,0.5858474618946865,1,Medium
C100704,0.7270132727136436,1,High
C100705,0.4604347805728483,0,Medium
C100706,0.7005957029944634,1,High
C100707,0.7517544008961127,1,High
C100708,0.3052730805777237,0,Low
C100709,0.4913078509958008,0,Medium
C100710,0.5003046010992321,1,Medium
C100711,0.4140106322257749,0,Medium
C100712,0.29100840553037854,0,Low
C100713,0.5536940721950683,1,Medium
C100714,0.5483890831133783,1,Medium
C100715,0.5488069211088398,1,Medium
C100716,0.3121623302863455,0,Low
C100717,0.5423166590988576,1,Medium
C100718,0.5561652051595597,1,Medium
C100719,0.4369579800548369,0,Medium
C100720,0.19565561841562398,0,Low
C100721,0.4815925683864447,0,Medium
C100722,0.539649342374756,1,Medium
C100723,0.17756226623213558,0,Low
C100724,0.26826032276595063,0,Low
C100725,0.279115624751023,0,Low
C100726,0.5634731154094996,1,Medium
C100727,0.5948079502340389,1,Medium
C100728,0.8073758447736296,1,High
C100729,0.29018687835672086,0,Low
C100730,0.46946169167585805,0,Medium
C100731,0.7951805035496263,1,High
C100732,0.303194968277568,0,Low
C100733,0.5645047568046099,1,Medium
C100734,0.5464800840320096,1,Medium
C100735,0.7701376465864678,1,High
C100736,0.3996016781422572,0,Medium
C100737,0.4214345305269377,0,Medium
C100738,0.5373801559186688,1,Medium
C100739,0.5854514081715865,1,Medium
C100740,0.1222711149474061,0,Low
C100741,0.7228264270594263,1,High
C100742,0.6536064894229264,1,Medium
C100743,0.3865588185734253,0,Medium
C100744,0.6822100899985739,1,High
C100745,0.7035100529848474,1,High
C100746,0.28011126637606265,0,Low
C100747,0.3682072234120476,0,Medium
C100748,0.41653766592815683,0,Medium
C100749,0.4555167396706666,0,Medium
C100750,0.6279689566674802,1,Medium
C100751,0.5579311427811705,1,Medium
C100752,0.5445203414259607,1,Medium
C100753,0.33490320453682426,0,Medium
C100754,0.4023313940621433,0,Medium
C100755,0.6818943647430481,1,High
C100756,0.36825708243877214,0,Medium
C100757,0.7766025588918513,1,High
C100758,0.5327978397111195,1,Medium
